,screen_name,followers,friends,description,tweets
973,LeoHaunt,12,163,"Banned due to Bartomeu, Vidal, and Rakitic hate.. guess what now? All those clowns are gone. I was gone.. NOW AM BACK was followed by TalkFCB, Ray hudson",726
974,jorgeluismarinb,777,3723,Del Leicester desde chiquito|@AlejoRojass_|@BarcasinluzVzla|@Madders10💙|@clubdefuutbol🦩|@DracarysFCB❤|@iikkeeerr⚡|@BVB🐝|@twentyonepilots🎧|@LCFC🦊|,6403
975,leonayooo,87,328,the owner of this account doesn't watch football.,3008
976,nickbondi,436,767,"Host of @powerofthetowel & It's Free Money for @postedupnetwork, previously @theBCSportsHub, @SFUHockey, and @PeakSFU — ""Time you enjoy wasting is not wasted""",14430
977,CrapanzanoRobin,545,1134,Volgt nieuws over Ajax,260465
978,JoeDeMay,1975,4325,Strategic thinker. Learner. Rebel. Bella Ciao. Dabble with soccer coaching. He/him. @duKTiGbrand FC Ambassador https://t.co/hhTXLJsHA9,27719
979,bijoujuliet,21,27,"Pro Aeternam ┆+18 | she/her ┆ Licht's wife ┆ Bproject , Hypmic , AL & A3",266
980,cheight97,479,565,"Im The Street, So Look Both Ways Before Crossing Me💥🔫😈",5989
981,enricoI00,1574,2046,Vorrei essere uno scienziato. Put on your dance shoes and dance the blues. #SempreKobe.,78600
982,POAHT1,349,349,"Podcast that loves retro and nostalgia in football, Football Manager & general football nonsense 🎙⚽️  Go give us a try 👇👇",679
983,CrapanzanoRobin,545,1134,Volgt nieuws over Ajax,260465
984,sportli26181512,349,174,,187052
985,Ajax_en_folie,34,193,自由な演劇。馬。自由な美術。,220
986,Fanboyhaterfut1,16,64,Olá mundo! Pretendo fazer o compartilhamento e diálogo sobre conteúdo crítico de games de futebol. Foco inicial é no Pro Evolution Soccer (2019/2020/2021).,783
987,toshisushi_luvr,9,96,"(shinsou)koku, flowing water and crystalline ice






🍎🍃/💥🍡",611
988,Moncadismoo,214,329,Stevie Wonder Bianco | 4 sospensioni all’attivo,19131
989,toshisushi_luvr,9,96,"(shinsou)koku, flowing water and crystalline ice






🍎🍃/💥🍡",611
990,Anaasss_____,74,122,"Actualmente usando una VPN Checa , bienvenido a mi cuenta numero 9000000",543
991,Sewwandiperer15,294,446,"University student , Uni of USJP , 
Follow :: bachelor of commerce (sp)",168
992,Superjay1006,5111,376,"Feel free to share your ideas,and interact with all due respects",123856
993,henkveen,3400,2567,Welkom in de wereld van de bekende kunstschilder Henk Veen.,96560
994,SiteSurebets,45,0,"Betting tips today. Sport predictions for football (soccer), tennis, basketball, volleyball, hockey, mma, box, UFC on daily basis. Free bets and strategies.",376
995,SeanDonohue12,104,98,I don’t like anything,10728
996,Wasif1005r,29,57,W,69
997,Okpuma,346,167,,30453
998,culefanatico1,1498,231,F C B A R C E L O N A,17986
999,11contro11,328,48,"📢 #11contro11 è il magazine online dedicato al mondo del CALCIO ⚽ e del CALCIOMERCATO 🎫.
⬇️ Scopri di più sul nostro sito web!",2204
1000,TwenteInsite,16581,256,Official Twitter Twente Insite / COTE / FC Twente / Nieuws / Foto's / Video / https://t.co/FRDH6UhKez,50071
1001,Mlkneres_77,355,320,"Emanuelle😍
na rlk do camisa 10,tk e balo.🏴",2191
1002,korreljozo,23,0,"Biedt één luisterend oor, is half doof. Twittert over tv, actualiteit en meer. Maakt zware onderwerpen luchtig door soms flauwe, scherp- en onzinnige grappen.",1033
1003,Ajax_en_folie,34,193,自由な演劇。馬。自由な美術。,220
1004,deboer_steve,161,1463,"Chartered Director designation with a focus on good governance processes for corporations. Proud father of two, stepdad to two more and three grandkids!🇨🇦",565
1005,Aloke_Abdullah,69,165,A Depressed Heart-Broken Manchester City Fan 💔💔💔,3804
1006,goncalo_dias_17,1184,5004,"Um miúdo de 15 anos que sonha ser Jornalista e Scouter. 


Futebol internacional/analises e setorista do Corinthians no @futline_


@gonalod77447766",56465
1007,henkveen,3400,2567,Welkom in de wereld van de bekende kunstschilder Henk Veen.,96560
1008,headlinez,178,31,"Headlinez.nl - Het laatste nieuws verzameld op onderwerp, uit meer dan duizend nieuwsbronnen",200276
1009,NOSvoetbal,200553,11,"Het laatste voetbalnieuws van de NOS, met live-updates van de eredivisie, het Nederlands elftal, de Champions League en de Europa League.",82682
1010,AFCAJadon,359,300,Football Fan • @AFCAjax • 🇳🇱 • Follow my backup: @AFCAJadonV2 • Followed by @fclokomotiv_eng,1896
1011,Alessandrolux,344,2328,Giornalista e poeta,74853
1012,Alessandrolux,344,2328,Giornalista e poeta,74853
1013,VI_nl,470851,713,Het officiële account van Voetbal International ⚽️ Facebook: https://t.co/Q06GnqFn0i Instagram: https://t.co/SpkEM4To9B,184551
1014,henkveen,3400,2567,Welkom in de wereld van de bekende kunstschilder Henk Veen.,96560
1015,henkveen,3400,2567,Welkom in de wereld van de bekende kunstschilder Henk Veen.,96560
1016,blue_name_love,11,19,FUB FREE,201
1017,hulkie314,333,425,"Peruvian and no, we don't ride llamas. Sh*t happens :) I draw stuff at https://t.co/wNRvhH50I2",13966
1018,EdwinUtd_,1515,547,Touche à tout. 241. Manchester United. Los Angeles Lakers.,28672
1019,graeme_stirling,1280,4815,,158464
1020,cmdotcom,151058,592,il sito di news di calcio n.1 in Italia / Italy's n. 1 football news site. 90 minuti non bastano mai. 90 mins are never enough.,152555
1021,ThijsvanVeggel,35,113,"📚SPECO Sportcommunicatie
💻🎨 Graphic design",1686
1022,BestFootFrwd9,587,1600,"Putting our BFF for Women's Football 💃⚽
📺 Streams
🥅 Match Archives 
🏆 #ShePlaysWSL Spreadsheets Galore 🧮",4651
1023,DavidAmoyal,123201,992,Calcio & Rock N Roll  @dimarzio English Host & Writer @CalcioLandPod Columnist @ESPN Contact: david.amoyal77@gmail.com,425887
1024,Gazzetta_it,1760010,291,"La pagina ufficiale de La Gazzetta dello Sport, il quotidiano sportivo più diffuso in Italia. Seguici per rimanere sempre aggiornato.",312711
1025,MichaelLyng4,168,1372,,2191
1026,Rubicking7,1011,1819,水デッキをよく使う #ポケカ プレイヤー。ポケモンサークル所属。https://t.co/tpASJ2xUpi #シャドバ RAGE 2020 Summer day2ドラゴン4000勝/#マリカー VR14000+α/ #TTMTDT/#ポケカマリカ部,31047
1027,Robit81,30,336,,689
1028,EdwinUtd_,1515,547,Touche à tout. 241. Manchester United. Los Angeles Lakers.,28672
1029,simonkyk,247,277,insta simondelpo,14116
1030,AjaxFanatics,20174,139,Het laatste nieuws over de mooiste club ter wereld!,46883
1031,Guemida_walid,432,2278,"‏‏‏‏اللهُم إني أسألك حُسنٌ الخَاتمة🙏❤
كرة القدم ⚽❤
ميلان ⚫🔴
إيطاليا 🇮🇹💙 
👑WlîD_Zhaira 👑",13313
1032,Dre_1631,210,413,Family | Trotse oom | Ajacied | ‘t Fean ‘58 | Geniet van het leven |,688
1033,voetbalzonenl,134256,402,Welkom bij ons officiële account! Facebook: https://t.co/HrL4T4QkkC Instagram: https://t.co/J1QRMuDXq8,345399
1034,TIRORU1223,329,492,初音ミクとオーキスが好きな人,6414
1035,tahminizmm,96,5,https://t.co/RljanFOMGK; %100 Analize dayalı çalışma mantığıyla hizmet veren Türkiye ‘nin en kapsamlı iddaa tahmin sitesidir. #iddaa #tahminleri #banko #maçlar,3450
1036,Ajax_sv_garden,1848,1775,EVAリーダー τCet副リーダー,21075
1037,JCheepnis,230,82,"Cynical, #cigar smoking, music/film/TV/#cat loving #vegan #anxiety #OCD #BDD #autistic #recluse If I'm feeling anxious, I smoke a cigar. 🔥💨",14534
1038,HYDT_Current,26,528,"Je participe à beaucoup de concours, tu peux donc en trouver ici !

Identifiez moi sur les concours",1233
1039,navok_1,7396,8129,Don't be so thirsty for opportunities that you drink from every cup handed to you.... that's how you get posioned.,14581
1040,Minasfn,655,159,Pro for ???? | 1st FNCS Solo Opens and Semis | 2nd FNCS Final | 3rd FNCS Grand Finals 🎖| 7th heats | 7500$ |,3579
1041,Ajax_sv_garden,1848,1775,EVAリーダー τCet副リーダー,21075
1042,syllogiSender,346,18,"Providing managed distribution & archiving solutions to pro photographers, photo agencies and commercial consumers of media content : info@syllogi.co.uk",38681
1043,5747695b8d3147e,406,4806,calciatore presso  professionista sposato con vittoria Swarovski,22228
1044,mfen83,536,588,"Toon & Werder 💚 Lover of Bundesliga, Serie A & Football Fan Culture 🇪🇺 Shirt Collector and Occasional Seller",4216
1045,mayor_collier,1942,282,Mayor of the Town of Ajax.,5399
1046,MrNiceakaJazz,11,330,Amoureux des Jeux depuis la Vectrex du Sport depuis Van Basten de la Musique depuis les Blocks Party!!!,930
1047,Jeyansahin,73,62,"Family, Liverpool and writing a bit about footy.",5260
1048,lisaforajax,425,115,"Ajax Local Councillor, Ward 3.",815
1049,SassyPr88568654,121,397,Leo 👸🦁 part princess// Mother of 2 || Dual Citizen 🇨🇦🇺🇸 living in Canada. Loathe Trump | Love Life - 💚🤝Health is number #1 -,2662
1050,VoetbalPrimeur,57150,460,Het officiële account van VoetbalPrimeur. Volg en like ons ook op Instagram en Facebook.,333219
1051,IanNicholsonIP,277,182,"UK defence consultant, providing evidence based assessment, AFV Specialist with domain knowledge in Tank Guns & Ammunition and APS",605
1052,samuelqu77,63,141,,1206
1053,CllrAshmeedKhan,394,266,"Dad • Councillor • Entrepreneur


Tel. 905-619-2529 ext. 3364
ashmeed.khan@ajax.ca",517
1054,DriessenJelle,215,291,AJAX RKPSC A1,124256
1055,YungNelis,86,288,geen amicale grappen ik heb niet met je geknikkerd,3232
1056,Ajaxshowtimecom,56858,250,De grootste onafhankelijke site voor Ajax-nieuws | Maandelijks bezocht door ruim 700.000 Ajacieden | Helemaal gratis | Zie ook: https://t.co/ilbyM8DpjJ,139545
1057,marketim_vdb,877,752,"Liefhebber van eten, sport, muziek, reizen en de philips sport vereniging. Maakt pure verhalen over steden, cultuur, mensen en festivals die verbinden",28861
1058,MediaFbi,640,1,"Football Index media news sources + others. Follow my personal account @fbitrader. Also, check out Sportstack, buy and sell shares https://t.co/PSbCtoxzAE",115617
1059,WillumTM,697,270,"Visual artist, painter of chess pieces for Purling London. Illustrator for chessable",10064
1060,Dutsinho,63592,593,"Spécialiste achat revente #FIFA21, Coach A.R chez @GamerCoachOff , FMaddict, JerseyAddict. PartenaireTwitch. Joueur #FM21 @UMeSport",81877
1061,TIRORU1223,329,492,初音ミクとオーキスが好きな人,6414
1062,leosantaponsa1,76,121,,17502
1063,Soccernews_nl,18778,8087,Dagelijks het laatste voetbalnieuws uit binnen- en buitenland.,298398
1064,Sachinierandik1,1078,1246,,1461
1065,bitchfrombelair,314,355,"(fan account) but wtf; writer, songwriter and grey witch. https://t.co/yWqP71esmU",11206
1066,meijaard_thijs,79,244,"Freelance (sport)verslaggever en online-redacteur voor de Stentor ✍🏻 | Ajax, FC Barcelona en veel meer voetbal | Student Journalistiek 👨‍🎓",1739
1067,Ajax_sv_garden,1848,1775,EVAリーダー τCet副リーダー,21075
1068,TIRORU1223,329,492,初音ミクとオーキスが好きな人,6414
1069,avenmore,671,4222,"“Define success on your own terms, achieve it by your own rules and build a life you’re proud to live.” -Anne Sweeney #wisewords
Expand",6422
1070,ajax_fortuna,44,113,"Raison, bonne volonté, bienveillance, cohérence entre discours et actes. D'où un incompatibilité totale avec la gauche française",2134
1071,Martijn1998V,149,1034,ik hou van rap muziek voetbal ik ben 22 mijn club uit Eindhoven is voor de 24 ste keer kampioen nog 6 keer en de 3ster is en feit,2938
1072,VoetbalPrimeur,57150,460,Het officiële account van VoetbalPrimeur. Volg en like ons ook op Instagram en Facebook.,333219
1073,pc63221461,117,236,Only thing keeping America alive is the Constitution,3585
1074,Ajax_sv_garden,1848,1775,EVAリーダー τCet副リーダー,21075
1075,Yew_vrijheid,0,0,Een HBO'er met een brede visies en oplossingen. Schrijver. Houdt van lezen en onderzoeken.,805
1076,_SiGonfiaLaRete,4492,191,Si Gonfia La Rete - Profilo ufficiale!,66107
1077,JohnnyBetPicks,551,503,JohnnyBet Betting Tips,1192664
1078,michaelschopman,48,145,,1487
1079,ajax_nw,197,871,Allies don't typically use pejorative language against those with whom they profess to be allied. ∙#BlackLivesMatter∙Social Media Maladroit™∙Ⓥ🌹♍🚴∙he/they,25990
1080,jroamcab,282,373,Instructor/Coach/Former Athlete at @yctkd44. Creator of *Tree Kids of Troop 44* graphic novel series. Proud Husband and Daddy :),3352
1081,MomentiCalcio,213,113,"Account twitter del sito https://t.co/XGPL32ZRNE

Seguici per non perdere nessuna news",24355
1082,jugadoresprome1,433,392,"Ojeador amateur de jovenes jugadores, el mérito es descubrirlos a la edad de 14 a 16 años. Algunos se pierden, por ""cantos de sirena"" Un RT ayuda a difundir",5498
1083,Lena58286614,104,149,'02 kid // ⚽️💚 // 🎸 // 🎹,2092
1084,Kiren_Ajax,427,379,Ajacied in Japan ＠AFCajax 2017/18〜,803
1085,Ajax_sv_garden,1848,1775,EVAリーダー τCet副リーダー,21075
1086,realeredivisie,59,30,"Everything about the Eredivisie, play-offs, Champions and Europa League (Dutch teams) and the national teams of the Netherlands.",2115
1087,TheMicahOrtiz,65,496,"Big geography guy • “Real Madrid is the most important thing that (has) happened to me...” -Zidane • couch Mixed Martial Artist • views are my own, etc etc....",2612
1088,_joaoplf,228,227,Jesus na frente e eu no meio campo . @flamengo,9359
1089,UpTheRabbit,207,577,Normalize faded football,3122
1090,Footy_Headlines,88146,69,Official Footy Headlines Twitter Account. New football kits and the latest boot releases. Be the first to know them.,77442
1091,Kiren_Ajax,427,379,Ajacied in Japan ＠AFCajax 2017/18〜,803
1092,napolista,20041,775,"Gianca’, ’e notizie so’ rotture ‘e cazzo",76948
1093,stefanociavatta,2543,1950,"giornalista #freelance scrivo di #Roma e altri mondi.
ultime cose per @Ilvenerdi @esquireitalia @rivistaundici",9598
1094,SheffieldWedn18,0,0,,15
1095,futtmais,172628,469,📧 Parcerias e publicidades via e-mail: contato@futmais.com | 👕 Nossa loja: @Futmais_Store,78774
1096,obayy911,18,47,saya adalah anda adalah mereka adalah kami adalah kita semua hahahaha,566
1097,acastrejon,558,818,"Profesional de las TICs, mi afición es usar la tecnologia para resolver los problemas de personas, empresas y sociedad.",21977
1098,elgatoo21,76,187,"Sainté et rap... Ça résume ma vie
💚",929
1099,acta_rus,58,1457,"J'ai des idoles, des passions, je suis moi quoi",1291
1100,Buradakalalimm,3,3,Kafama göre.,26
1101,Chibi_Crunchy,26,185,【~He/Him~】【21】【I'm a weeaboo 👌✨】【Multifandom/Multishipper】,7714
1102,callumoneill44,1264,2308,Leeds United & Rangers F.C.,138441
1103,AfcaKwn,610,879,"Fan van AFC Ajax en VV Katwijk|Tweet over: voetbal, politiek(FvD’er🏛), FIFA 21 en soms en poll|vaak wat pessimistisch over ons aller Ajax|Volgt terug",6626
1104,elmiglio,277,291,soy mufa,2363
1105,Alaphilippe_,2909,1398,Ziet graag Ajax voetballen. Kijkt veel naar LaLiga.,31561
1106,FelipeL97371397,17,55,#T70,12
1107,jRRT,4463,1197,Sporthistoricus. Onderzoekt WO2-monument van de KNVB. De enige Amsterdammer die is afgestudeerd op Feyenoord. DM = open.,62013
1108,cn1926it,4109,206,Sito di informazione sul Calcio Napoli 24 ore su 24 all news,246444
1109,_elioM,160,446,,5740
1110,AFCmihir,867,942,22 | Fan @Arsenal,966
1111,Stars__scream,58,244,Biographie,2262
1112,Rubicking7,1011,1819,水デッキをよく使う #ポケカ プレイヤー。ポケモンサークル所属。https://t.co/tpASJ2xUpi #シャドバ RAGE 2020 Summer day2ドラゴン4000勝/#マリカー VR14000+α/ #TTMTDT/#ポケカマリカ部,31047
1113,maasPSV,497,695,PSV & Chelsea - Gakpo fanaccount,3391
1114,marketim_vdb,877,752,"Liefhebber van eten, sport, muziek, reizen en de philips sport vereniging. Maakt pure verhalen over steden, cultuur, mensen en festivals die verbinden",28861
1115,michael15071997,1285,2696,"https://t.co/rhDm6AynaI

18 Days To Christmas",214108
1116,MagnusX71,930,2219,"Spelare, statistiker, make och stolt pappa! Blåvitt är vägen, sanningen och svaret! Säsongskort. Änglatjôt, Where Angels Dare & 100-års boken på CV:t",15632
1117,the_real_AJAX,184,735,"SnapChat - rootshoottooter
Inst - ajaxaction
Cash App - $AJAX1990 

#Sportsbetting
#SportsConsultant 

Pickin winners & eatin chicken dinners!",3009
1118,tylkokobiecyfut,1224,2188,The official Twitter Page of Only Women's Fotball /  Oficjalna strona TYLKO KOBIECY FUTBOL,9087
1119,Fuentes_FCB,3857,658,• Més Que Un Club | QALF | Viesurnous,62166
1120,catboyeons,64,77,the list of things that are haram and we still do.. why draw the line at being gay? just go hard or go home 💯,11120
1121,__RatpisRAS,133,229,@OM_Officiel⚽️|@EnMaroc🇲🇦,14869
1122,viperellis,2473,3666,Awesome awesome personalty which is me and full of banter and jokes ! What I am is fantastic to be around with and is always up for a laugh !,64062
1123,oglezbarea,43,615,No esperes nada de nadie. Es mejor estar sorprendido que decepcionado.,273
1124,FpK181ze,740,909,【シャドバ】《EVA》所属 コンエルを愛する自然ドラ使い/【ポケカ】半休止状態 レックウザ無限回収勢 サブ垢(@Rayqua_sub),13386
1125,oglezbarea,43,615,No esperes nada de nadie. Es mejor estar sorprendido que decepcionado.,273
1126,AfcaKwn,610,879,"Fan van AFC Ajax en VV Katwijk|Tweet over: voetbal, politiek(FvD’er🏛), FIFA 21 en soms en poll|vaak wat pessimistisch over ons aller Ajax|Volgt terug",6626
1127,YacReturn,109,131,Joueur de Futsal en ligue 1 Française ⚽️Xavi à jamais dans mon cœur💙❤️Més que Un Club💙❤️ #culers #Berserk #DragonBall #MortalKombat 🇮🇶 🇲🇦,31318
1128,Myonkami_Ajax,299,2308,色んなもの(R18含)をRTするしファボも多い、RT非表示推奨。広くなるべく深くな人間,90461
1129,TheeCharlesLamb,37,189,Head Sports Coach @activewoking Studying MA International Sports Management @ucfb UEFA B Futsal Coach/Rookie DJ @ParaffinMilk,367
1130,sportface2016,5328,1411,"Tutte le facce dello sport. Dal calcio al pugilato passando per biathlon, badminton, ciclismo e freccette. Notizie, approfondimenti e interviste esclusive",104734
1131,Paddicles4,27,308,"I Complete Games on my ps4 no joke I'm excited for the ps5 dropping in November 
#1 Chelsea Super Fan In Frank Lampard We Trust 💥💥💥",159
1132,Myonkami_Ajax,299,2308,色んなもの(R18含)をRTするしファボも多い、RT非表示推奨。広くなるべく深くな人間,90461
1133,DanielC23380649,2,20,,893
1134,19NERAZZURRI08,112,105,@inter @Atalanta_BC @SerieA,27269
1135,Carlos31801,2,112,,250
1136,Oncho0,389,581,#VCC #AFC #COYG @Arsenal -,36899
1137,Carlos31801,2,112,,250
1138,kokane4,354,980,"Lecturer in Sport and Exercise Science at South West College, student in MSc Sports coaching and performance at UU. GAA Footballer, coach and follower of LFC.",1902
1139,AtalantaBCFeed,104,27,All the latest news for Atalanta BC,2673
1140,VP_Transfernews,917,9,Van de sappigste transfergeruchten tot de meest geweldige officiële transfers. Hier vind je alles!,21901
1141,footballitalia,182061,1020,The website for English-speaking fans of Italian football,299392
1142,futbolrazonado,167,1709,,3630
1143,footballcjw,453,856,@rainbowkittenxo🧡,17392
1144,hartaglia,460,253,#childe: you truly bore me... let’s see how you feel when you bleed • she / they,9822
1145,AfcaKwn,610,879,"Fan van AFC Ajax en VV Katwijk|Tweet over: voetbal, politiek(FvD’er🏛), FIFA 21 en soms en poll|vaak wat pessimistisch over ons aller Ajax|Volgt terug",6626
1146,RobinM94,181,169,"26 jaar, Almere.  Acteur/Presentator. Ajax supporter!",49772
1147,SheffieldWedn18,0,0,,15
1148,TIRORU1223,329,492,初音ミクとオーキスが好きな人,6414
1149,aubam4x1me,138,185,Arsenal for life ❤️🤍❤️🤍🔴⚪️🔴⚪️ @arsenal always. forward,290
1150,randomguy_FR,3,166,L'authentique Little Random Guy.,218
1151,VoetbalPrimeur,57150,460,Het officiële account van VoetbalPrimeur. Volg en like ons ook op Instagram en Facebook.,333219
1152,BronxNotBenny,411,344,#FreeUyghur | @Memphis,5827
1153,Martin_de_Bruin,165,380,Man met twitteraccount | ik lees veel tweets en af en toe schrijf ik er een | ik blokkeer alleen advertenties want die wil ik niet,9717
1154,Ajax_sv_garden,1848,1775,EVAリーダー τCet副リーダー,21075
1155,thfc_ajax_col_7,290,892,Spurs COL Ajax Jubilo Giants 遊撃手が好き ❌❌❌ @AaronRamsdale98 @OnsOranje,14601
1156,RobinM94,181,169,"26 jaar, Almere.  Acteur/Presentator. Ajax supporter!",49772
1157,RiesenMarie,111,127,"🌵
Folk an de Gruppe",1355
1158,frosierosie,103,132,• blm,2107
1159,pauletta69,121,71,"Showbizz - Dutch music, HeleneFischer, Concertbezoeker, Holidays, Friends, Sport, Traveling",4006
1160,SheffieldWedn18,0,0,,15
1161,TolosaFCB,179,405,𝑭𝒄 𝑩𝒂𝒓𝒄𝒆𝒍𝒐𝒏𝒂,31995
1162,AneeshChandoke,2085,404,"At times my twitter is all Arsenal. Sometimes I seek motivation in quotes. Sometimes I post song lyrics in my head. Whatever I watch,I review it. NED🇳🇱 ⚽️ fan",175852
1163,RobinM94,181,169,"26 jaar, Almere.  Acteur/Presentator. Ajax supporter!",49772
1164,pauletta69,121,71,"Showbizz - Dutch music, HeleneFischer, Concertbezoeker, Holidays, Friends, Sport, Traveling",4006
1165,RobinM94,181,169,"26 jaar, Almere.  Acteur/Presentator. Ajax supporter!",49772
1166,Itachi07_,54,48,"Un est tout, tout n'est qu'un",6698
1167,starrygazingpie,333,333,"Starry / 27 / she-her-hers / bi / biologist / currently crying over sports anime, gbf, and tales games",121948
1168,Soccernews_nl,18778,8087,Dagelijks het laatste voetbalnieuws uit binnen- en buitenland.,298398
1169,TomMaston,1892,2292,"Assistant Features Editor at @Goal. #NxGn Editor, profiling the best teen footballers on the planet. Ballon d’Or Power Ranker. Views my own. #LUFC #FlyEaglesFly",13753
1170,meowsxies,799,232,"ceo of catboys | i draw | nge, fate, ffxv, genshin impact, vtubers, nier automata! | https://t.co/5lfJw5TiUE",11153
1171,JohanMansveld,142,714,"Aan ons is de glorie, het dal is voorbij.",4008
1172,MUFCANZZ,3889,4140,@anzprivv,16571
1173,milimetrito,458,365,no se tomen mis tuits tan en serio,19164
1174,NandoPiscopo1,2563,2722,🔴⚫,237512
1175,sportandpolitik,9,34,"European football, mainly Ajax, with the odd foray into politics",312
1176,PassieVoorAjax,1280,453,"Deel met ons je passie voor Ajax.
Share here your passion for Ajax.
Comparte tu pasión por Ajax aquí
❌❌❌",49958
1177,TicketHuddle,21,150,"Compare and see where to buy football match tickets., connect to see all the latest happenings in the football world : news, articles, stats, lineups, and more",1110
1178,AngelNegri16,386,297,1991.«MADRIDISTA».TIME AND PATIENCE. Soy tonto y no tengo suerte. Ser bueno no esta de moda.,19292
1179,AngelNegri16,386,297,1991.«MADRIDISTA».TIME AND PATIENCE. Soy tonto y no tengo suerte. Ser bueno no esta de moda.,19292
1180,Atalanta_Arvid,303,713,Här följer ni allt om Bergamos stolthet | Arvid Franzén | Redaktör/Skribent på https://t.co/j6nhv5veq9 📝,279
1181,Martijn1998V,149,1034,ik hou van rap muziek voetbal ik ben 22 mijn club uit Eindhoven is voor de 24 ste keer kampioen nog 6 keer en de 3ster is en feit,2938
1182,mx3421,3,34,❌❌❌,162
1183,VP_Transfernews,917,9,Van de sappigste transfergeruchten tot de meest geweldige officiële transfers. Hier vind je alles!,21901
1184,ajax_lesser,267,364,"The Nerdiest, Cockiest Rapper in ya Area. 🤙🏾😤Jersey Die Hard. ✊🏾The Greatest Christmas Gift. I’m nothing if not a human curveball. He/Him",2456
1185,JOSE94098443,1,10,,923
1186,Cruze712,78,148,"Se urli tutti ti sentono. Se bisbigli ti sente solo chi ti sta vicino. Ma se stai in silenzio, solo chi ti ama ti ascolta.",4692
1187,Par7yPoison,198,462,"Give me fucking greatness
Or give me nothing at all
👽",10452
1188,willcampoos,2443,520,⚽️ 🏀 📹 📔 🎮  ig: @willcampoos | @plantaonerdice,8596
1189,ClinicalKai,2596,724,Maybe they hate me because I’m just too good • Fan Account.,5685
1190,GAAcoachquotes,1335,374,Quotes from the world’s leading coaches that can be applied to Gaelic Games. Tweets by @eoinjoeyjordan,668
1191,DieterGucht,550,950,"Works @ Transkript: https://t.co/0tfQLBHNaW | Into: football, gaming, reading, cycling and politics.",89383
1192,SickofthePundit,1087,1347,"Presenting: Sick Of The Pundits, the podcast. The voice of the armchair experts",4853
1193,ilicopronos,884,680,Pronostiqueur Spécialisé NBA FOOT #teamparieur 👻ilic0pronos,2085
1194,LenaHansson130,3689,4464,"“I count about one hundred and thirty men, Lawrence. Forty to fifty already dead, about ninety wounded. 

The Killer Angels: The Classic Novel of the Civil War",122072
1195,LangerShelley,141,178,Fire & Life Safety Educator- Nature lover - Grateful to be 🇨🇦. (comments are my own),1258
1196,BecholzLeon,40,144,"Carpe Diem, Cop, Trots van het Zuiden, Stichting Wensulance, Wandeltochten, Hiking, Familieman",618
1197,YoSoyCarlangass,95,1051,Que chingue a su madre el cruz azul,1444
1198,Cruze712,78,148,"Se urli tutti ti sentono. Se bisbigli ti sente solo chi ti sta vicino. Ma se stai in silenzio, solo chi ti ama ti ascolta.",4692
1199,wiekoningwillem,210,826,feyenoordsupporter vak w1,7055
1200,DespontinFabio,219,317,"Jornalismo - UFU
Apenas mais um amante de futebol ⚽️

Escrevo pro gigante @grandesligas_ e tenho meu blogzinho",2746
1201,Sportnieuwsnl,3995,672,Altijd alles over sport! Nieuws / Stats en polls / FUN. Tips? ✉️redactie@sportnieuws.nl. Volg ons ook op Facebook en Instagram of download de gratis app,135023
1202,inside_mercato,127,104,🤝Infos transferts football |💡Exclus mercato| 🔔 Active la cloche | 💬« À l’intérieur des clubs »,103
1203,Ajax_en_folie,34,193,自由な演劇。馬。自由な美術。,220
1204,atropine_tea,135,318,Filipino 💀 She/Her 💀 Adult 💀 Multifandom 💀 Part of Afterl!fe Twitter 💀 This acc is under construction. WARNING: YUME CONTENT,8913
1205,BeanymanSports,17933,377,"King of thumbnails! Bringing you all the latest press conferences, interviews & training footage! https://t.co/rCWYPizgj0",48919
1206,Ajax_SoccerNews,4457,242,"Het laatste nieuws over Ajax. 33x landskampioen, 18x bekerwinnaar, 2x wereldkampioen!",54643
1207,AsnlOscar,54,213,@oscarrprivate,475
1208,KurtzieBigdog,420,125,19 I founder @teamajaxgg casual fortnite competitive bodybuilding🇺🇸 X 🇮🇳 subscribe -https://t.co/OeHfrCPUvr,586
1209,KurtzieBigdog,420,125,19 I founder @teamajaxgg casual fortnite competitive bodybuilding🇺🇸 X 🇮🇳 subscribe -https://t.co/OeHfrCPUvr,586
1210,ScottiKelli,211,252,pokas,238
1211,raumat2,830,4902,,60675
1212,grandesligas_,1169,111,"Bem-vindo ao Grandes Ligas! Aqui você encontra notícias, entrevistas, análises, debates, e muito mais sobre as cinco principais ligas de futebol do planeta!",1953
1213,White_ajax,84,163,I am the parent of a young transgender child and an advocate and activist in the LGBT community,4817
1214,JOSE94098443,1,10,,923
1215,Kakashiifn,240,336,AlyHumxa 😇 16💜 FA 😥Content Creator For @TheGodSquadCC 👏 @MashPakistan,3334
1216,DiMarzio,1260926,1606,‘Grand Hotel Calciomercato’ disponibile in tutte le librerie e store digitali. 👇,232134
1217,hennieoes,148,106,,470
1218,Pall_Gonfiato,648,427,NEWS E AGGIORNAMENTI ⚽🏀🎾🏎 IG: @il_pallone_gonfiato,34698
1219,EncorePvt,17,3,"Encore Heavy Machinery Pvt Ltd, Dealers for Volvo CE, Ajax Engineering, Sandvik Crushers.",161
1220,K_Oppong1,175,331,,628
1221,cyberforumru,183,0,"🖥️ https://t.co/4HThxGpCFe - форум программистов и сисадминов Киберфорум. Программирование, компьютерный форум, форум по электронике и софту.",335666
